Gene,Weight
CG7912,0.00016987081280442796
lncRNA:CR43817,0.00016983187021906543
CG14820,0.00016979171310856764
asRNA:CR43460,0.0001688259750487578
CR33319,0.00016864979691056306
lncRNA:CR44597,0.00016853166045036053
CG44433,0.00016540473608583702
CG9289,0.00016478029593305324
pgc,0.00016419266139558377
CG12069,0.00016375227207313504
CR32009,0.000163097537463571
lncRNA:CR45398,0.0001628677322383379
Obp58d,0.0001626659628392459
Lectin-galC1,0.00016054217068558807
CG15395,0.00015820767312718049
CG13299,0.00015771001653099747
CG10140,0.00015703763541488177
asRNA:CR44019,0.00015632475200660125
deltaTry,0.0001558122207914326
tbrd-1,0.00015545156480989997
lncRNA:CR46126,0.00015473411511281198
lncRNA:CR43961,0.00015361096202021828
CG14913,0.00015239106802152034
asRNA:CR46469,0.00015062585890972187
Osi22,0.00015026299080997196
CG18530,0.00015016771530663458
nsr,0.00014966803681326215
CG33306,0.00014951783945978548
CG3251,0.00014942638934461067
CG13081,0.00014941791268614516
Muc55B,0.0001490497675919843
asRNA:CR43469,0.00014816668859383986
tgy,0.00014797002404109494
asRNA:CR45271,0.00014536340717807736
asRNA:CR31144,0.0001452920182931633
CG32212,0.0001430397314416663
CG17625,0.00014187682225438958
lncRNA:CR45203,0.00014170144687623205
CG14744,0.00014116344947578106
CG9899,0.00014076881147477
asRNA:CR43889,0.000139971077273783
CG7573,0.00013995237142536813
Gr5a,0.00013858867284605975
Ir20a,0.00013823922478822364
lncRNA:CR46271,0.0001379346756290594
lncRNA:CR45902,0.0001378277938323617
lncRNA:CR45381,0.0001371273030775474
CG15152,0.00013684873534182778
Osi4,0.00013660415750259614
ppk15,0.0001366038359695513
CG15650,0.00013624954211370269
CG31337,0.0001355643380967181
lncRNA:CR46451,0.00013550687203665925
CG34008,0.0001353011027417865
asRNA:CR45969,0.00013507389773800553
Xrcc2,0.00013480599546562992
lncRNA:CR45625,0.00013351416807308008
CG11313,0.00013304665623166224
CG43638,0.00013279622039857834
lncRNA:CR46028,0.00013258765380458231
CG30095,0.00013226548975418763
fs(1)Ya,0.00013220267458115395
CG14780,0.00013178760921423222
CG10919,0.0001300725648407244
lncRNA:CR45262,0.00013006879006975322
CG14852,0.00012879175338464103
CG44434,0.00012748378462168247
RpS19b,0.00012687349960097756
Jon74E,0.00012656636637629198
CG14422,0.0001261814603331594
CG30461,0.00012572873130954753
lncRNA:CR44773,0.0001247747151912
CG15482,0.00012445448972815248
lncRNA:CR45388,0.00012303432695809927
NimC3,0.00012210839382996653
lncRNA:CR46156,0.00012199497644872576
lncRNA:CR44772,0.0001219521567894378
Takl1,0.0001217753928693553
CG43221,0.00012134085819082056
Grl36a,0.00011894348050020823
Tyler,0.00011868367394658227
CG9459,0.00011862925960996042
Mur29B,0.0001179671245585898
CG33346,0.00011779675778542444
CR34254,0.00011695766168692662
Reepl1,0.00011627984588870574
CG13970,0.00011518769371651683
CG31008,0.00011470898700176966
CG13587,0.00011401218479084306
Gr59c,0.000113578964276596
CG18258,0.00011340683668340602
CG31533,0.00011336520961793657
lncRNA:CR44732,0.00011307609497594332
byn,0.00011231362499069148
Lsp1alpha,0.00011227870419459373
CG31677,0.00011176780553695038
lncRNA:CR44766,0.00011024272256805941
asRNA:CR46099,0.00010963587652233856
CG13042,0.00010795790247474051
asRNA:CR45326,0.00010782173915108175
CG12523,0.00010769936912745333
CG43134,0.00010760680623804962
lncRNA:CR46260,0.0001072776739367392
CG10950,0.0001059911088943611
CR41440,0.00010551210037910098
CG12535,0.00010534037325556651
CG17362,0.0001052055899651365
lncRNA:CR45759,0.0001051862303465056
Claspin,0.00010451682739091767
Npc2e,0.00010395756593980856
Fum3,0.00010386735341596072
CG14325,0.0001031991879408234
lncRNA:CR44441,0.00010313261852363132
asRNA:CR44911,0.00010299010284883922
asRNA:CR46256,0.00010211640465207903
CG45075,0.00010191463450170709
lncRNA:CR43410,0.00010184713848136716
obst-J,9.958283159583292e-05
RacGAP84C,9.949313324866581e-05
CG17906,9.933640658639571e-05
LamC,9.925991848075579e-05
CG13226,9.85630461300647e-05
Btnd,9.843726650479469e-05
lncRNA:CR43836,9.754541127666783e-05
Jon65Aiii,9.727315386539956e-05
ms(2)35Ci,9.725930010684202e-05
pav,9.625735754391965e-05
CG4362,9.614092900173693e-05
CG43295,9.572312321668587e-05
CG15572,9.547032664069418e-05
CG44314,9.527056402890775e-05
CG46387,9.49043956080081e-05
Rab9E,9.44114352821595e-05
lncRNA:CR44949,9.411598752918442e-05
lncRNA:CR45965,9.393715193924792e-05
betaNACtes4,9.303609178376982e-05
mino,9.209278008552202e-05
CG14089,9.182380200528749e-05
hll,9.179860797548788e-05
CG13110,9.139084910339239e-05
lncRNA:CR44993,9.106056132422357e-05
CG9632,9.085530348837864e-05
Tep5Psi,9.082856524657168e-05
CG6048,9.061180243981256e-05
CG13838,9.032088288618493e-05
CG34011,8.998730448586548e-05
CG13358,8.96099333090225e-05
CG15125,8.936416486688889e-05
lncRNA:CR44651,8.933841317433943e-05
CG13488,8.919671158908509e-05
CG11670,8.892974275336351e-05
lncRNA:CR43910,8.875807556991046e-05
sut4,8.778340024543782e-05
asRNA:CR44959,8.743782351034182e-05
Vha14-2,8.675038386350337e-05
tin,8.631091104819694e-05
Rbp4,8.586177996186098e-05
lncRNA:CR45153,8.56010698656864e-05
CG5704,8.543158349397684e-05
Edg78E,8.538480982493452e-05
lncRNA:CR45337,8.488132308801091e-05
Cpr49Ac,8.417034465825615e-05
lncRNA:CR43475,8.396863741782874e-05
CG13616,8.388765534327157e-05
Odc2,8.356263426954431e-05
CG13581,8.3205209318848e-05
CG33017,8.2531298545145e-05
CG15322,8.19144875135406e-05
CG34221,8.181882342228929e-05
CG5246,8.153328019444402e-05
CG31077,8.073804993470418e-05
Ilp4,8.060503723434989e-05
CG31601,8.060111201065437e-05
lncRNA:CR44171,8.058788716618977e-05
lncRNA:CR44222,7.989805075938326e-05
lncRNA:CR45809,7.98434278090438e-05
CG7567,7.962525429142412e-05
CG3092,7.929579513526348e-05
CG12493,7.878537183479359e-05
CG6052,7.861368764705795e-05
CG2861,7.832778341365916e-05
CG11786,7.825795656778979e-05
Dpy-30L2,7.817319900770642e-05
CG3795,7.814022627088408e-05
Mco4,7.812519700571471e-05
CG18662,7.80851413289582e-05
Tim17b2,7.795986237270313e-05
18SrRNA-Psi:CR41602,7.788794193409555e-05
CG14354,7.761427088874707e-05
lncRNA:CR45808,7.755203988453305e-05
CG6576,7.746557508339341e-05
CG15599,7.676676216843823e-05
CG46467,7.587284872549611e-05
Ir84a,7.571208916245227e-05
lncRNA:CR44220,7.553198246356712e-05
CG11584,7.528485358424015e-05
CG14564,7.52059799098448e-05
lncRNA:CR45329,7.499454164343835e-05
CG45095,7.488060005774663e-05
CG10939,7.469451060727056e-05
CG11291,7.464503850369505e-05
CG34025,7.437043628208729e-05
shd,7.431448964872365e-05
asRNA:CR44793,7.37901427566685e-05
lncRNA:CR46060,7.371263502809847e-05
lncRNA:CR44980,7.361447011008666e-05
CG33093,7.352337939947419e-05
CG43338,7.26421324731626e-05
CG9988,7.261714410269554e-05
CG46059,7.257700734206296e-05
CG43968,7.203880188325228e-05
Gld2,7.151462007202578e-05
Klp59D,7.144117044271708e-05
CG18765,7.06924795526988e-05
CR43669,7.05286728788014e-05
Cyp6a18,7.037868617121298e-05
CG14743,6.972073186031999e-05
CG33641,6.962353599624616e-05
lncRNA:CR43893,6.941156296718912e-05
Yp3,6.932613728429097e-05
Rtnl2,6.926130006184358e-05
ex,6.92284072823788e-05
spn-D,6.865721810120782e-05
CG11384,6.862592966534567e-05
Taf12L,6.833876203275078e-05
Tb,6.81844563186929e-05
ninaD,6.767729508179673e-05
CG6508,6.692392141019608e-05
PH4alphaPV,6.592427790721573e-05
CG34181,6.588232410058252e-05
lncRNA:CR45215,6.515867458467342e-05
Acer,6.41843569320347e-05
CR43086,6.350816777118456e-05
CG12637,6.342860838424332e-05
Grl62c,6.309088621963673e-05
Ance-2,6.305889987791786e-05
CG1314,6.295202623450502e-05
hth,6.295053493716235e-05
dsx-c73A,6.263443059820353e-05
ppk24,6.245839378544662e-05
lncRNA:CR43644,6.24448917365821e-05
CG15876,6.207698092796899e-05
E(spl)m4-BFM,6.16974058910572e-05
lncRNA:CR45228,6.10371141953918e-05
CG13078,6.059842995508422e-05
CG17782,6.052069831520719e-05
CG12398,6.045440998075319e-05
CG18814,6.042482285494928e-05
ro,6.02975485425659e-05
asRNA:CR46045,5.9917478642605506e-05
CG33777,5.9840029697833564e-05
Gr22e,5.972014098510968e-05
asRNA:CR46033,5.9719875887411207e-05
asRNA:CR46144,5.958917907420689e-05
EbpII,5.9466420190611367e-05
CG33284,5.9439256711378925e-05
lncRNA:CR44974,5.938519651581591e-05
CG8299,5.935276333208814e-05
CG7031,5.928477150553323e-05
janB,5.915683149088989e-05
CG32797,5.8923255091115316e-05
CR43275,5.852041334032639e-05
lncRNA:CR44514,5.8405103852201816e-05
lncRNA:CR44150,5.834190045645968e-05
CG4970,5.824189999952017e-05
lncRNA:CR44471,5.807500331840069e-05
asRNA:CR45896,5.8026006864915215e-05
l(3)80Fg,5.8017302559249556e-05
lncRNA:CR45732,5.757177386030226e-05
CG2528,5.7455934362833075e-05
mag,5.744170580479866e-05
zfh1,5.7119803863448205e-05
CG5070,5.701055044446983e-05
CG7290,5.6795237752764654e-05
ich,5.656552826989562e-05
l(2)10685,5.638845699662861e-05
lncRNA:CR45693,5.6354119721428974e-05
CG11929,5.6029855401871516e-05
lncRNA:CR44157,5.595681298787137e-05
CG14545,5.580921686386335e-05
lncRNA:CR45269,5.5795329530139596e-05
CG15564,5.579262044463938e-05
obst-H,5.496059001397744e-05
CG10918,5.4328009585935655e-05
lncRNA:CR44322,5.3902665819072856e-05
CG33465,5.388797847365832e-05
CG43108,5.3738879791476765e-05
pim,5.372974007201469e-05
lncRNA:CR46115,5.365726577519257e-05
stil,5.360789714144534e-05
swa,5.3063637527390095e-05
CG7295,5.2991362957778214e-05
ImpL2,5.287710103811382e-05
lncRNA:flam,5.27941082033227e-05
CG5565,5.227661520108287e-05
CG10801,5.2250550989684694e-05
PCB,5.222680514820435e-05
asRNA:CR45926,5.218899217423055e-05
CG12446,5.204454893226859e-05
spel1,5.199734471156304e-05
lncRNA:CR46123,5.1975055224552995e-05
lncRNA:CR45345,5.1924233845799176e-05
CG6569,5.175575552507816e-05
lncRNA:CR46253,5.162352183579252e-05
CG33322,5.155406350962524e-05
asRNA:CR45924,5.135544512509048e-05
Ir87a,5.132135477970339e-05
CG13407,5.10745500585465e-05
pll,5.065713898863961e-05
Cht9,5.014335315757277e-05
lncRNA:CR46110,4.994125387421358e-05
Prosalpha3T,4.9796305730940465e-05
CG43844,4.9795464110836913e-05
lncRNA:CR46006,4.968897731602117e-05
alphaTub85E,4.954417906930122e-05
CG32299,4.95402651560235e-05
snoRNA:Psi28S-291,4.952092614523529e-05
lncRNA:CR45553,4.949877788629651e-05
Ugt35E2,4.9475609433189253e-05
CG18536,4.9368452830635076e-05
CG43813,4.934281145352108e-05
CG13403,4.892302517610597e-05
lncRNA:CR44281,4.881366057599645e-05
eIF4E5,4.864820692060278e-05
SAK,4.855357467838732e-05
Cdc7,4.850422710536632e-05
CG30184,4.835214806844768e-05
p-cup,4.8238772531317076e-05
CG15044,4.795978869729064e-05
Nap1,4.792730791975439e-05
CG14402,4.7878203447806526e-05
Nle,4.786181358345285e-05
CG34177,4.783118600913094e-05
CG34277,4.747204103189317e-05
wbl,4.722504664022991e-05
Ilp8,4.7170713858778293e-05
Kmn2,4.694853904858004e-05
Rpn12,4.67869986085394e-05
Lgr1,4.676172258152391e-05
CG17207,4.666436224525193e-05
fs(1)M3,4.6542926224348205e-05
fd96Cb,4.639681937092279e-05
asRNA:CR46140,4.609312245709572e-05
Zwilch,4.5979223233577987e-05
asRNA:CR46251,4.592684662685343e-05
CG9616,4.581815826705195e-05
lncRNA:CR46111,4.5668793483571e-05
lncRNA:CR45919,4.5600906978209113e-05
CG1946,4.5504063157269904e-05
CG5418,4.541037895878494e-05
Spn28B,4.525552796649138e-05
Ets21C,4.5067558531480717e-05
CG17169,4.495239994581481e-05
asRNA:CR45714,4.488565373886814e-05
lncRNA:CR44338,4.4797466391668726e-05
CG9993,4.476287768591599e-05
asRNA:CR44958,4.4710072948741764e-05
CG10183,4.466944918846002e-05
Sodh1,4.462360922205096e-05
CG30108,4.458397607648158e-05
CG15005,4.43954472097865e-05
CG32633,4.433049935177052e-05
CG11286,4.430841969234453e-05
asRNA:CR43824,4.412603135815082e-05
Cpr65Eb,4.375135996524616e-05
Cyp9c1,4.3684153280989285e-05
asRNA:CR45970,4.345508663012169e-05
Est-P,4.341914316684239e-05
CG14245,4.291792713216824e-05
CG42615,4.28628626172993e-05
asRNA:CR45601,4.2532676376626466e-05
Prp18,4.2338738825467494e-05
Mabi,4.208267233931078e-05
28SrRNA-Psi:CR45851,4.1930725776488015e-05
Acp36DE,4.1654373251403016e-05
asRNA:CR45210,4.165073464489729e-05
Acp32CD,4.114361118607996e-05
Ppn,4.108857116407056e-05
Hsp60A,4.09394652227443e-05
sisRNA:2,4.090573183838196e-05
lncRNA:CR45414,4.0887759756098376e-05
asRNA:CR44134,4.082309608938e-05
CG4783,4.060449524377434e-05
CG13314,4.045828903891207e-05
Cpr76Ba,4.036112158053789e-05
lncRNA:CR46141,4.032151505804198e-05
Cp38,4.031882320490493e-05
PGRP-SB2,4.030697733891443e-05
asRNA:CR46109,4.0235257808821055e-05
scw,4.011349510995572e-05
knk,4.0095886599266586e-05
CG14054,4.0075878578361754e-05
CG10910,3.983161611326452e-05
CG30486,3.981406563738972e-05
CG31787,3.9676701087234814e-05
lncRNA:CR44973,3.958904105306869e-05
PH4alphaSG2,3.953802773328932e-05
AdamTS-A,3.9267721951663737e-05
mnd,3.9211943919025626e-05
CG4278,3.901817389867427e-05
E(spl)m6-BFM,3.893699004415723e-05
CG17199,3.893178359118406e-05
lncRNA:CR44060,3.8757061422636754e-05
CG5157,3.875022852449833e-05
Poxm,3.87013421342533e-05
lncRNA:CR45981,3.8655903683315694e-05
hbn,3.8646270107708805e-05
lncRNA:CR45332,3.853324520399811e-05
asRNA:CR43472,3.852488640779011e-05
Ac13E,3.846598340870045e-05
asRNA:CR45124,3.83945025770073e-05
lncRNA:CR43436,3.823442075830542e-05
Trf5,3.810814454672616e-05
CR44391,3.804015978669143e-05
lncRNA:CR44947,3.794479575507344e-05
lncRNA:CR44963,3.785548785336041e-05
lncRNA:CR34047,3.781772574350077e-05
bic,3.774066045580321e-05
Vha16-3,3.772122611788278e-05
CG31226,3.767102551180359e-05
CG3106,3.765246389758202e-05
CG10725,3.7462479137967286e-05
lncRNA:CR45386,3.739538926008874e-05
Or22c,3.734117461386989e-05
asRNA:CR45163,3.730151901861108e-05
CG34312,3.729791552391288e-05
CG5790,3.7276255147019256e-05
lncRNA:CR45200,3.727260920403172e-05
ftz,3.704806725038655e-05
asRNA:CR45802,3.694284253164384e-05
Stip1,3.689536353259456e-05
CG32793,3.6816590522989585e-05
asRNA:CR45162,3.6754421971874734e-05
lncRNA:CR44943,3.6727670738100216e-05
CG15262,3.66935252007765e-05
lncRNA:CR45278,3.658109942595337e-05
CrebA,3.6424251491444425e-05
lncRNA:CR45563,3.634222450394793e-05
lncRNA:CR45225,3.631817893551408e-05
CG18234,3.6174865022511e-05
betaTub97EF,3.596557643656275e-05
eyg,3.575728843365903e-05
sbb,3.567544517713953e-05
Gr58c,3.553924367238186e-05
asRNA:CR45160,3.546515347196739e-05
E5,3.540469683469223e-05
CG15373,3.5328324442818346e-05
CG11672,3.5171276799287036e-05
lncRNA:CR46013,3.511632389201646e-05
CG34205,3.510712513214086e-05
asRNA:CR45908,3.497850923778297e-05
nop5,3.493790531955758e-05
unpg,3.4880194873058985e-05
CG46281,3.48582532955721e-05
Eglp1,3.482833978020247e-05
lncRNA:CR40341,3.479200751782489e-05
asRNA:CR46133,3.4638635066261287e-05
asRNA:CR46486,3.453308718640131e-05
GstD2,3.451916636588193e-05
lncRNA:CR45425,3.4445811568545656e-05
CG18478,3.443413872586485e-05
ACOX1,3.435093238265429e-05
CG30393,3.426538864307822e-05
CG17744,3.40334649560193e-05
Ir94b,3.394612181053586e-05
Glut3,3.3873301683074205e-05
CG11674,3.373460630616471e-05
spz,3.3645454461003864e-05
asRNA:CR45549,3.3571058349786314e-05
CG13073,3.3444493158947104e-05
Ndg,3.338917634108896e-05
Sp1,3.3384736296861796e-05
fd96Ca,3.333246576575295e-05
asRNA:CR45366,3.32978911087329e-05
Cyp6a22,3.3251007078246305e-05
lncRNA:CR45361,3.3198788124593476e-05
PolD2,3.3191214717982714e-05
CG14627,3.314681461019407e-05
CG6216,3.310153329150975e-05
CG3544,3.30366537868613e-05
lncRNA:CR46043,3.2981482673934094e-05
plu,3.2821625535851073e-05
CG17470,3.2795570182901274e-05
CG15498,3.26909432373815e-05
pelo,3.262100187335452e-05
lncRNA:CR45866,3.255564771263205e-05
CG10459,3.252262380419184e-05
p38c,3.250131639521229e-05
saturn,3.247637704407069e-05
Alp2,3.246173536951021e-05
nenya,3.240417096185053e-05
Ggamma30A,3.23798486258231e-05
CG4161,3.236953309504423e-05
CG13869,3.236854123517035e-05
asRNA:CR45712,3.2346818072582656e-05
lncRNA:CR44999,3.2325156746800096e-05
PolA2,3.2228704572642536e-05
Akap200,3.222534900517857e-05
lncRNA:CR45217,3.2123397998829745e-05
dom,3.208508105001789e-05
CG3071,3.208256293660281e-05
CG42395,3.2045497472599074e-05
asRNA:CR45130,3.193017084247698e-05
lama,3.1784845250849875e-05
lncRNA:CR43654,3.1717550772399064e-05
sna,3.146974251654945e-05
CG43057,3.14357363453905e-05
CR46401,3.1390517192273074e-05
CG44405,3.121181375031896e-05
stau,3.116403630028283e-05
mfr,3.115529658714977e-05
asRNA:CR45814,3.1139616059992585e-05
msk,3.113525919993345e-05
Taf11,3.108737593361477e-05
CG14551,3.107405044499961e-05
CG31872,3.094973771052286e-05
lncRNA:CR45382,3.092186717372154e-05
lncRNA:CR45566,3.065216238675818e-05
CG18281,3.062678841631875e-05
Or23a,3.0626471481618193e-05
CG8661,3.054906542621693e-05
lncRNA:CR46478,3.053446633016628e-05
COX1,3.0489250219030255e-05
lncRNA:CR45964,3.0487664054100067e-05
dah,3.0437822040151004e-05
lncRNA:CR46217,3.0437159271210912e-05
Oat,3.0413176610675068e-05
lncRNA:CR46216,3.034223172591484e-05
CG13297,3.0275593564398815e-05
CG13989,3.0266153264077415e-05
asRNA:CR45142,3.0246549725191005e-05
CG11192,3.0212547673578e-05
Cse1,3.013414110228369e-05
CG15368,2.986083159907414e-05
lncRNA:CR44852,2.967765709273088e-05
CG45087,2.9647987680520547e-05
Pc,2.9607306603305044e-05
Rbf2,2.9576333794155503e-05
CG4025,2.955070392289588e-05
pre-mod(mdg4)-AA,2.9548284562302245e-05
RFeSP,2.9540106605873697e-05
Cht8,2.9528620897108077e-05
lncRNA:CR46009,2.9513803850801326e-05
asRNA:CR43481,2.948433054074083e-05
lncRNA:CR44300,2.9480462562447424e-05
CG30275,2.9454268515101368e-05
Ugt36E1,2.9441225446991806e-05
asRNA:CR45467,2.941781697267255e-05
asRNA:CR45136,2.922747277834195e-05
prage,2.92167570814998e-05
CG31827,2.914742488963402e-05
CG17562,2.896730959742337e-05
Phlpp,2.8949713997067514e-05
lncRNA:CR44776,2.8933333536815933e-05
asRNA:CR45686,2.8923866226088475e-05
